Date,CloudProvider,Service,Region,Resource,UsageType,UsageQuantity,UnitCost,TotalCost,IsAnomaly
2026-02-19,AWS,EC2,us-east-1,i-0b7e6d5c4b3a2,BoxUsage:t3.xlarge,22.61,0.1664,3.7618,0
2026-02-19,Azure,Azure VM,westeurope,vm-web-prod-01,Standard_D4s_v3,20.7,0.192,3.9744,0
2026-02-19,AWS,EC2,us-east-1,i-0c9d8e7f6a5b4,BoxUsage:t3.xlarge,17.41,0.1664,2.8965,0
2026-02-19,AWS,S3,us-west-2,prod-analytics-data-dump,StandardStorage-GB,836.01,0.023,19.2283,0
2026-02-19,Azure,Azure VM,southeastasia,vm-web-prod-01,Standard_D4s_v3,23.16,0.192,4.4464,0
2026-02-19,Azure,Azure Storage,westeurope,stbackupdata002,BlobStorage-GB,768.06,0.02,15.3612,0
2026-02-19,Azure,Azure Storage,southeastasia,stbackupdata002,BlobStorage-GB,1220.88,0.02,24.4175,0
2026-02-19,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,19.28,0.194,3.74,0
2026-02-19,AWS,Lambda,us-east-1,image-resizer-worker,RequestCount,325719.69,2e-07,0.0651,0
2026-02-19,AWS,EBS,eu-west-1,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,430.65,0.08,34.4521,0
2026-02-19,AWS,RDS,ap-southeast-1,analytics-read-replica,InstanceUsage:db.m5.large,24.43,0.38,9.282,0
2026-02-19,AWS,S3,us-west-2,app-logs-archive,StandardStorage-GB,1107.34,0.023,25.4689,0
2026-02-19,Azure,Azure Storage,westeurope,stappprodlogs001,BlobStorage-GB,901.97,0.02,18.0394,0
2026-02-19,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,21.5,0.192,4.1279,0
2026-02-19,Azure,Azure VM,southeastasia,vm-web-prod-01,Standard_D4s_v3,23.9,0.192,4.5892,0
2026-02-20,AWS,Lambda,ap-southeast-1,auth-token-verifier,RequestCount,303850.32,2e-07,0.0608,0
2026-02-20,AWS,Lambda,ap-southeast-1,auth-token-verifier,RequestCount,329325.33,2e-07,0.0659,0
2026-02-20,Azure,Azure VM,westeurope,vm-api-prod-02,Standard_D4s_v3,23.33,0.192,4.4785,0
2026-02-20,Azure,Azure Storage,southeastasia,stbackupdata002,BlobStorage-GB,1075.69,0.02,21.5138,0
2026-02-20,AWS,EC2,us-east-1,i-0a8f9c1d2e3f4,BoxUsage:t3.xlarge,18.76,0.1664,3.1225,0
2026-02-20,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,21.26,0.194,4.1243,0
2026-02-20,AWS,RDS,us-west-2,analytics-read-replica,InstanceUsage:db.m5.large,23.16,0.38,8.8008,0
2026-02-20,Azure,Azure Storage,eastus,stappprodlogs001,BlobStorage-GB,577.6,0.02,11.552,0
2026-02-20,AWS,Lambda,eu-west-1,event-processor,RequestCount,601750.24,2e-07,0.1204,0
2026-02-20,AWS,EBS,us-west-2,vol-0123456789abcdef0,VolumeUsage.gp3,440.94,0.08,35.2748,0
2026-02-20,Azure,Azure VM,southeastasia,vm-api-prod-02,Standard_D4s_v3,22.26,0.192,4.2734,0
2026-02-20,Azure,Azure Storage,westeurope,stbackupdata002,BlobStorage-GB,970.04,0.02,19.4008,0
2026-02-20,AWS,EBS,eu-west-1,vol-0123456789abcdef0,VolumeUsage.gp3,181.38,0.08,14.5103,0
2026-02-20,AWS,S3,ap-southeast-1,prod-analytics-data-dump,StandardStorage-GB,1131.6,0.023,26.0268,0
2026-02-20,AWS,EC2,eu-west-1,i-0d1e2f3a4b5c6,BoxUsage:t3.xlarge,22.28,0.1664,3.7072,0
2026-02-21,Azure,Azure Storage,southeastasia,stbackupdata002,BlobStorage-GB,737.89,0.02,14.7578,0
2026-02-21,Azure,Azure Storage,southeastasia,stbackupdata002,BlobStorage-GB,1059.88,0.02,21.1975,0
2026-02-21,AWS,S3,us-east-1,user-media-storage-bucket,StandardStorage-GB,422.71,0.023,9.7224,0
2026-02-21,Azure,Azure VM,southeastasia,vm-web-prod-01,Standard_D4s_v3,17.42,0.192,3.3439,0
2026-02-21,Azure,Azure Storage,eastus,stbackupdata002,BlobStorage-GB,1100.09,0.02,22.0018,0
2026-02-21,Azure,Azure Storage,eastus,stbackupdata002,BlobStorage-GB,1389.64,0.02,27.7929,0
2026-02-21,AWS,Lambda,eu-west-1,event-processor,RequestCount,213379.59,2e-07,0.0427,0
2026-02-21,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,22.62,0.35,7.917,0
2026-02-21,Azure,Azure VM,westeurope,vm-api-prod-02,Standard_D4s_v3,21.75,0.192,4.1753,0
2026-02-21,AWS,EBS,us-east-1,vol-0123456789abcdef0,VolumeUsage.gp3,432.33,0.08,34.5864,0
2026-02-21,AWS,RDS,eu-west-1,prod-db-cluster-primary,InstanceUsage:db.m5.large,20.33,0.38,7.7243,0
2026-02-21,Azure,Azure Storage,southeastasia,stbackupdata002,BlobStorage-GB,1085.94,0.02,21.7188,0
2026-02-21,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,19.86,0.194,3.8522,0
2026-02-21,AWS,EBS,us-east-1,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,349.07,0.08,27.9253,0
2026-02-22,GCP,Compute Engine,us-central1,gcp-k8s-worker-2,n2-standard-4,19.36,0.194,3.7559,0
2026-02-22,Azure,Azure VM,westeurope,vm-api-prod-02,Standard_D4s_v3,24.55,0.192,4.7128,0
2026-02-22,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,19.84,0.35,6.9448,0
2026-02-22,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,21.18,0.194,4.1097,0
2026-02-22,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,24.72,0.35,8.653,0
2026-02-22,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,20.32,0.194,3.9416,0
2026-02-22,AWS,RDS,eu-west-1,analytics-read-replica,InstanceUsage:db.m5.large,20.51,0.38,7.7922,0
2026-02-22,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,20.29,0.194,3.9356,0
2026-02-22,Azure,Azure Storage,eastus,stappprodlogs001,BlobStorage-GB,1336.95,0.02,26.7391,0
2026-02-22,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,23.53,0.194,4.5649,0
2026-02-22,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,24.43,0.35,8.5503,0
2026-02-22,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,22.49,0.35,7.8709,0
2026-02-22,AWS,EC2,eu-west-1,i-0d1e2f3a4b5c6,BoxUsage:t3.xlarge,19.12,0.1664,3.1808,0
2026-02-22,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,20.02,0.194,3.8848,0
2026-02-22,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,22.69,0.35,7.9422,0
2026-02-23,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,23.92,0.35,8.3736,0
2026-02-23,AWS,RDS,us-east-1,analytics-read-replica,InstanceUsage:db.m5.large,21.34,0.38,8.1111,0
2026-02-23,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,22.17,0.35,7.7597,0
2026-02-23,Azure,Azure VM,eastus,vm-api-prod-02,Standard_D4s_v3,20.03,0.192,3.8459,0
2026-02-23,AWS,EC2,us-west-2,i-0a8f9c1d2e3f4,BoxUsage:t3.xlarge,23.34,0.1664,3.8834,0
2026-02-23,Azure,Azure Storage,southeastasia,stappprodlogs001,BlobStorage-GB,467.18,0.02,9.3437,0
2026-02-23,Azure,Azure VM,southeastasia,vm-web-prod-01,Standard_D4s_v3,20.7,0.192,3.9753,0
2026-02-23,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,22.5,0.35,7.8745,0
2026-02-23,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,19.92,0.35,6.9715,0
2026-02-23,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,23.44,0.35,8.2029,0
2026-02-23,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,22.17,0.35,7.7582,0
2026-02-23,AWS,RDS,ap-southeast-1,prod-db-cluster-primary,InstanceUsage:db.m5.large,23.01,0.38,8.7423,0
2026-02-23,AWS,S3,ap-southeast-1,prod-analytics-data-dump,StandardStorage-GB,652.68,0.023,15.0116,0
2026-02-23,Azure,Azure VM,westeurope,vm-web-prod-01,Standard_D4s_v3,19.4,0.192,3.7251,0
2026-02-24,Azure,Azure Storage,southeastasia,stbackupdata002,BlobStorage-GB,807.4,0.02,16.148,0
2026-02-24,Azure,Azure Storage,westeurope,stappprodlogs001,BlobStorage-GB,1452.58,0.02,29.0516,0
2026-02-24,Azure,Azure VM,southeastasia,vm-api-prod-02,Standard_D4s_v3,24.03,0.192,4.6143,0
2026-02-24,AWS,RDS,ap-southeast-1,analytics-read-replica,InstanceUsage:db.m5.large,19.37,0.38,7.3594,0
2026-02-24,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,23.46,0.35,8.2108,0
2026-02-24,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,20.95,0.194,4.0646,0
2026-02-24,Azure,Azure Storage,eastus,stappprodlogs001,BlobStorage-GB,1339.88,0.02,26.7977,0
2026-02-24,AWS,EC2,us-east-1,i-0d1e2f3a4b5c6,BoxUsage:t3.xlarge,19.27,0.1664,3.2058,0
2026-02-24,AWS,S3,us-west-2,user-media-storage-bucket,StandardStorage-GB,458.32,0.023,10.5413,0
2026-02-24,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,18.82,0.194,3.6516,0
2026-02-24,AWS,RDS,eu-west-1,analytics-read-replica,InstanceUsage:db.m5.large,21.87,0.38,8.3095,0
2026-02-24,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,24.48,0.35,8.5697,0
2026-02-24,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,21.86,0.35,7.65,0
2026-02-24,Azure,Azure VM,southeastasia,vm-api-prod-02,Standard_D4s_v3,18.67,0.192,3.5852,0
2026-02-25,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,21.18,0.35,7.4116,0
2026-02-25,Azure,Azure VM,westeurope,vm-web-prod-01,Standard_D4s_v3,17.83,0.192,3.4232,0
2026-02-25,AWS,S3,us-west-2,user-media-storage-bucket,StandardStorage-GB,305.46,0.023,7.0256,0
2026-02-25,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,21.3,0.194,4.1315,0
2026-02-25,AWS,EC2,eu-west-1,i-0b7e6d5c4b3a2,BoxUsage:t3.xlarge,19.91,0.1664,3.3129,0
2026-02-25,Azure,Azure VM,westeurope,vm-web-prod-01,Standard_D4s_v3,21.68,0.192,4.1629,0
2026-02-25,GCP,Compute Engine,us-central1,gcp-k8s-worker-2,n2-standard-4,18.83,0.194,3.6521,0
2026-02-25,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,21.33,0.35,7.4639,0
2026-02-25,AWS,Lambda,us-east-1,image-resizer-worker,RequestCount,737254.05,2e-07,0.1475,0
2026-02-25,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,23.81,0.194,4.6192,0
2026-02-25,AWS,S3,us-east-1,user-media-storage-bucket,StandardStorage-GB,595.47,0.023,13.6957,0
2026-02-25,Azure,Azure Storage,eastus,stappprodlogs001,BlobStorage-GB,1042.55,0.02,20.8511,0
2026-02-25,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,18.13,0.194,3.5176,0
2026-02-25,Azure,Azure VM,southeastasia,vm-web-prod-01,Standard_D4s_v3,24.22,0.192,4.6506,0
2026-02-25,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,19.72,0.35,6.9007,0
2026-02-26,Azure,Azure VM,southeastasia,vm-api-prod-02,Standard_D4s_v3,24.11,0.192,4.6287,0
2026-02-26,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,20.38,0.194,3.9537,0
2026-02-26,AWS,RDS,eu-west-1,prod-db-cluster-primary,InstanceUsage:db.m5.large,20.64,0.38,7.8451,0
2026-02-26,AWS,Lambda,eu-west-1,auth-token-verifier,RequestCount,404230.47,2e-07,0.0808,0
2026-02-26,Azure,Azure VM,westeurope,vm-web-prod-01,Standard_D4s_v3,19.9,0.192,3.8202,0
2026-02-26,Azure,Azure Storage,eastus,stappprodlogs001,BlobStorage-GB,981.07,0.02,19.6214,0
2026-02-26,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,22.6,0.35,7.9101,0
2026-02-26,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,23.57,0.194,4.5727,0
2026-02-26,AWS,EBS,us-east-1,vol-0123456789abcdef0,VolumeUsage.gp3,399.66,0.08,31.9725,0
2026-02-26,AWS,EC2,us-east-1,i-0d1e2f3a4b5c6,BoxUsage:t3.xlarge,18.27,0.1664,3.0401,0
2026-02-26,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,17.93,0.194,3.4777,0
2026-02-26,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,19.24,0.35,6.7336,0
2026-02-26,AWS,Lambda,us-east-1,image-resizer-worker,RequestCount,235740.96,2e-07,0.0471,0
2026-02-26,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,22.32,0.194,4.33,0
2026-02-27,Azure,Azure VM,eastus,vm-api-prod-02,Standard_D4s_v3,18.23,0.192,3.4998,0
2026-02-27,AWS,Lambda,eu-west-1,auth-token-verifier,RequestCount,370505.44,2e-07,0.0741,0
2026-02-27,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,20.28,0.35,7.0994,0
2026-02-27,AWS,Lambda,ap-southeast-1,event-processor,RequestCount,763098.54,2e-07,0.1526,0
2026-02-27,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,20.1,0.194,3.8995,0
2026-02-27,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,21.86,0.35,7.6495,0
2026-02-27,AWS,RDS,us-east-1,analytics-read-replica,InstanceUsage:db.m5.large,21.98,0.38,8.3543,0
2026-02-27,AWS,RDS,ap-southeast-1,analytics-read-replica,InstanceUsage:db.m5.large,22.26,0.38,8.459,0
2026-02-27,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,22.68,0.194,4.399,0
2026-02-27,GCP,Compute Engine,us-central1,gcp-k8s-worker-2,n2-standard-4,19.01,0.194,3.6882,0
2026-02-27,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,21.4,0.194,4.1519,0
2026-02-27,GCP,Compute Engine,us-central1,gcp-k8s-worker-2,n2-standard-4,22.38,0.194,4.3416,0
2026-02-27,AWS,Lambda,ap-southeast-1,auth-token-verifier,RequestCount,794635.98,2e-07,0.1589,0
2026-02-27,AWS,Lambda,us-west-2,image-resizer-worker,RequestCount,697953.76,2e-07,0.1396,0
2026-02-27,AWS,RDS,ap-southeast-1,analytics-read-replica,InstanceUsage:db.m5.large,19.4,0.38,7.3707,0
2026-02-28,AWS,RDS,eu-west-1,analytics-read-replica,InstanceUsage:db.m5.large,21.66,0.38,8.2292,0
2026-02-28,AWS,EC2,us-west-2,i-0d1e2f3a4b5c6,BoxUsage:t3.xlarge,18.15,0.1664,3.0193,0
2026-02-28,AWS,EBS,us-west-2,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,147.2,0.08,11.7762,0
2026-02-28,GCP,Compute Engine,us-central1,gcp-k8s-worker-2,n2-standard-4,19.6,0.194,3.8032,0
2026-02-28,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,22.85,0.194,4.4335,0
2026-02-28,AWS,Lambda,us-west-2,event-processor,RequestCount,186741.19,2e-07,0.0373,0
2026-02-28,AWS,S3,us-west-2,prod-analytics-data-dump,StandardStorage-GB,468.08,0.023,10.7659,0
2026-02-28,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,24.05,0.192,4.6178,0
2026-02-28,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,23.78,0.35,8.3232,0
2026-02-28,AWS,Lambda,eu-west-1,auth-token-verifier,RequestCount,163440.58,2e-07,0.0327,0
2026-02-28,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,23.54,0.194,4.5659,0
2026-02-28,AWS,EC2,eu-west-1,i-0b7e6d5c4b3a2,BoxUsage:t3.xlarge,18.62,0.1664,3.0976,0
2026-02-28,Azure,Azure Storage,eastus,stappprodlogs001,BlobStorage-GB,754.5,0.02,15.09,0
2026-02-28,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,22.67,0.35,7.9348,0
2026-03-01,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,21.28,0.192,4.0855,0
2026-03-01,Azure,Azure Storage,eastus,stappprodlogs001,BlobStorage-GB,1249.33,0.02,24.9865,0
2026-03-01,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,21.52,0.194,4.1744,0
2026-03-01,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,17.88,0.194,3.4687,0
2026-03-01,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,23.3,0.192,4.4744,0
2026-03-01,AWS,RDS,ap-southeast-1,prod-db-cluster-primary,InstanceUsage:db.m5.large,23.85,0.38,9.063,0
2026-03-01,AWS,EBS,ap-southeast-1,vol-0123456789abcdef0,VolumeUsage.gp3,272.45,0.08,21.7959,0
2026-03-01,Azure,Azure Storage,southeastasia,stappprodlogs001,BlobStorage-GB,1251.14,0.02,25.0229,0
2026-03-01,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,19.67,0.194,3.8161,0
2026-03-01,AWS,S3,us-east-1,app-logs-archive,StandardStorage-GB,1077.15,0.023,24.7745,0
2026-03-01,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,20.66,0.194,4.0082,0
2026-03-01,GCP,Compute Engine,asia-east1,gcp-k8s-worker-2,n2-standard-4,20.67,0.194,4.0109,0
2026-03-01,AWS,EBS,us-east-1,vol-0123456789abcdef0,VolumeUsage.gp3,447.89,0.08,35.8311,0
2026-03-01,AWS,S3,ap-southeast-1,user-media-storage-bucket,StandardStorage-GB,640.23,0.023,14.7253,0
2026-03-01,Azure,Azure Storage,westeurope,stbackupdata002,BlobStorage-GB,1112.38,0.02,22.2477,0
2026-03-01,AWS,S3,us-east-1,user-media-storage-bucket,StandardStorage-GB,741.17,0.023,17.0469,0
2026-03-02,Azure,Azure VM,southeastasia,vm-api-prod-02,Standard_D4s_v3,22.5,0.192,4.3195,0
2026-03-02,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,21.79,0.35,7.6269,0
2026-03-02,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,24.11,0.194,4.6777,0
2026-03-02,AWS,Lambda,eu-west-1,event-processor,RequestCount,188028.37,2e-07,0.0376,0
2026-03-02,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,18.91,0.194,3.6694,0
2026-03-02,AWS,Lambda,us-east-1,image-resizer-worker,RequestCount,243336.19,2e-07,0.0487,0
2026-03-02,AWS,RDS,us-west-2,analytics-read-replica,InstanceUsage:db.m5.large,20.51,0.38,7.7943,0
2026-03-02,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,22.03,0.35,7.7111,0
2026-03-02,Azure,Azure Storage,southeastasia,stbackupdata002,BlobStorage-GB,508.7,0.02,10.174,0
2026-03-02,AWS,EBS,us-east-1,vol-0123456789abcdef0,VolumeUsage.gp3,378.88,0.08,30.3107,0
2026-03-02,Azure,Azure VM,westeurope,vm-api-prod-02,Standard_D4s_v3,20.82,0.192,3.9965,0
2026-03-02,Azure,Azure Storage,westeurope,stappprodlogs001,BlobStorage-GB,954.73,0.02,19.0946,0
2026-03-02,AWS,S3,us-west-2,user-media-storage-bucket,StandardStorage-GB,772.93,0.023,17.7774,0
2026-03-02,AWS,EBS,us-west-2,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,215.35,0.08,17.2278,0
2026-03-02,Azure,Azure VM,southeastasia,vm-api-prod-02,Standard_D4s_v3,21.98,0.192,4.2204,0
2026-03-03,Azure,Azure VM,westeurope,vm-web-prod-01,Standard_D4s_v3,18.68,0.192,3.5874,0
2026-03-03,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,21.69,0.194,4.2073,0
2026-03-03,Azure,Azure VM,southeastasia,vm-web-prod-01,Standard_D4s_v3,22.46,0.192,4.3131,0
2026-03-03,Azure,Azure Storage,southeastasia,stappprodlogs001,BlobStorage-GB,1278.07,0.02,25.5614,0
2026-03-03,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,20.42,0.194,3.9614,0
2026-03-03,Azure,Azure Storage,southeastasia,stappprodlogs001,BlobStorage-GB,756.43,0.02,15.1286,0
2026-03-03,Azure,Azure VM,southeastasia,vm-api-prod-02,Standard_D4s_v3,22.35,0.192,4.2903,0
2026-03-03,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,23.48,0.35,8.2179,0
2026-03-03,Azure,Azure VM,westeurope,vm-web-prod-01,Standard_D4s_v3,22.45,0.192,4.3108,0
2026-03-03,Azure,Azure VM,westeurope,vm-api-prod-02,Standard_D4s_v3,18.91,0.192,3.6313,0
2026-03-03,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,20.1,0.35,7.0347,0
2026-03-03,AWS,Lambda,eu-west-1,event-processor,RequestCount,221178.25,2e-07,0.0442,0
2026-03-03,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,19.79,0.194,3.8386,0
2026-03-03,Azure,Azure VM,eastus,vm-api-prod-02,Standard_D4s_v3,23.23,0.192,4.4607,0
2026-03-04,Azure,Azure Storage,westeurope,stappprodlogs001,BlobStorage-GB,1072.02,0.02,21.4404,0
2026-03-04,AWS,EBS,eu-west-1,vol-0123456789abcdef0,VolumeUsage.gp3,307.04,0.08,24.5628,0
2026-03-04,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,19.02,0.192,3.6513,0
2026-03-04,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,21.81,0.35,7.6324,0
2026-03-04,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,23.51,0.35,8.2298,0
2026-03-04,AWS,EBS,us-east-1,vol-0123456789abcdef0,VolumeUsage.gp3,369.12,0.08,29.5299,0
2026-03-04,AWS,EBS,us-east-1,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,395.49,0.08,31.6389,0
2026-03-04,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,18.34,0.194,3.5577,0
2026-03-04,AWS,EC2,us-east-1,i-0d1e2f3a4b5c6,BoxUsage:t3.xlarge,22.16,0.1664,3.6876,0
2026-03-04,AWS,Lambda,eu-west-1,auth-token-verifier,RequestCount,126258.04,2e-07,0.0253,0
2026-03-04,AWS,S3,us-east-1,app-logs-archive,StandardStorage-GB,910.22,0.023,20.9352,0
2026-03-04,Azure,Azure Storage,southeastasia,stappprodlogs001,BlobStorage-GB,1009.45,0.02,20.1891,0
2026-03-04,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,18.93,0.192,3.6349,0
2026-03-04,Azure,Azure VM,westeurope,vm-api-prod-02,Standard_D4s_v3,23.17,0.192,4.4485,0
2026-03-05,Azure,Azure Storage,eastus,stbackupdata002,BlobStorage-GB,929.59,0.02,18.5917,0
2026-03-05,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,19.55,0.194,3.7926,0
2026-03-05,Azure,Azure VM,westeurope,vm-api-prod-02,Standard_D4s_v3,20.12,0.192,3.8639,0
2026-03-05,AWS,S3,eu-west-1,app-logs-archive,StandardStorage-GB,305.31,0.023,7.0221,0
2026-03-05,AWS,EBS,us-west-2,vol-0fe0d1c2b3a498765,VolumeUsage.gp3,226.17,0.08,18.0937,0
2026-03-05,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,20.68,0.194,4.0112,0
2026-03-05,Azure,Azure VM,eastus,vm-api-prod-02,Standard_D4s_v3,18.84,0.192,3.6165,0
2026-03-05,Azure,Azure VM,eastus,vm-web-prod-01,Standard_D4s_v3,22.05,0.192,4.2343,0
2026-03-05,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,21.27,0.194,4.1269,0
2026-03-05,Azure,Azure Storage,westeurope,stbackupdata002,BlobStorage-GB,1498.58,0.02,29.9716,0
2026-03-05,GCP,Compute Engine,europe-west1,gcp-k8s-worker-1,n2-standard-4,22.3,0.194,4.3265,0
2026-03-05,AWS,RDS,us-east-1,analytics-read-replica,InstanceUsage:db.m5.large,20.59,0.38,7.8258,0
2026-03-05,AWS,S3,ap-southeast-1,user-media-storage-bucket,StandardStorage-GB,596.75,0.023,13.7253,0
2026-03-05,AWS,S3,us-west-2,prod-analytics-data-dump,StandardStorage-GB,846.41,0.023,19.4673,0
2026-03-05,AWS,S3,us-east-1,app-logs-archive,StandardStorage-GB,1081.23,0.023,24.8684,0
2026-03-06,AWS,RDS,us-east-1,analytics-read-replica,InstanceUsage:db.m5.large,24.76,0.38,9.41,0
2026-03-06,AWS,S3,ap-southeast-1,user-media-storage-bucket,StandardStorage-GB,336.91,0.023,7.7489,0
2026-03-06,Azure,Azure VM,southeastasia,vm-web-prod-01,Standard_D4s_v3,22.07,0.192,4.2382,0
2026-03-06,AWS,Lambda,ap-southeast-1,auth-token-verifier,RequestCount,531441.5,2e-07,0.1063,0
2026-03-06,AWS,Lambda,us-east-1,event-processor,RequestCount,426686.95,2e-07,0.0853,0
2026-03-06,AWS,RDS,us-west-2,analytics-read-replica,InstanceUsage:db.m5.large,21.75,0.38,8.2648,0
2026-03-06,AWS,S3,us-west-2,prod-analytics-data-dump,StandardStorage-GB,479.54,0.023,11.0293,0
2026-03-06,AWS,RDS,us-west-2,prod-db-cluster-primary,InstanceUsage:db.m5.large,21.65,0.38,8.2256,0
2026-03-06,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,20.72,0.35,7.2536,0
2026-03-06,GCP,Cloud SQL,us-central1,gcp-main-postgres-db,db-custom-2-7680,21.16,0.35,7.4072,0
2026-03-06,GCP,Cloud SQL,asia-east1,gcp-main-postgres-db,db-custom-2-7680,23.85,0.35,8.3468,0
2026-03-06,GCP,Cloud SQL,europe-west1,gcp-main-postgres-db,db-custom-2-7680,21.82,0.35,7.6375,0
2026-03-06,GCP,Compute Engine,europe-west1,gcp-k8s-worker-2,n2-standard-4,22.37,0.194,4.3403,0
2026-03-06,GCP,Compute Engine,asia-east1,gcp-k8s-worker-1,n2-standard-4,22.08,0.194,4.2831,0
2026-03-06,GCP,Compute Engine,us-central1,gcp-k8s-worker-1,n2-standard-4,21.89,0.194,4.2473,0
